chip,filter_regime,group,comparison,engine,metric,value,direction,inference_status,p_value,p_fdr,resampling_method,n_resamples,runtime_sec,source_file,source_layer,notes
hu35ksuba,variance_global,lymphomas,GC/FL,mp,participation_ratio_delta,3.6591370121368767,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,lymphomas,GC/FL,mp,spectral_entropy_delta,0.8406973709045404,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,lymphomas,GC/LBCL,complexity,effrank_delta,0.18999999999999995,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_global,lymphomas,GC/LBCL,complexity,kappa_delta,10.7,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_global,lymphomas,GC/LBCL,entropy,shannon_delta,0.878,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_global,lymphomas,GC/LBCL,entropy,spectral_delta,0.187,tumor_greater,permutation_available,0.38,0.475,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,excess_spectral_mass_delta,-596.033399116825,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,largest_eigenvalue_fraction_delta,-0.3353634548799114,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,participation_ratio_delta,4.679884462461504,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,spectral_entropy_delta,0.9413695647734819,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,blastomas,Brain/GBM,complexity,effrank_delta,0.09000000000000008,tumor_greater,permutation_available,0.66,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,blastomas,Brain/GBM,complexity,kappa_delta,-33.93,tumor_lower,permutation_available,0.66,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,blastomas,Brain/GBM,entropy,shannon_delta,0.322,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,blastomas,Brain/GBM,entropy,spectral_delta,0.085,tumor_greater,permutation_available,0.33,0.6171428571428571,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,blastomas,Brain/GBM,mp,excess_spectral_mass_delta,-19.529399551054723,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,blastomas,Brain/GBM,mp,largest_eigenvalue_fraction_delta,-0.004718386687283693,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,blastomas,Brain/GBM,mp,participation_ratio_delta,1.3676495148084893,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,blastomas,Brain/GBM,mp,spectral_entropy_delta,0.2613563291071537,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,blastomas,Brain/MB,complexity,effrank_delta,-0.020000000000000018,tumor_lower,permutation_available,0.39,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,blastomas,Brain/MB,complexity,kappa_delta,-49.11,tumor_lower,permutation_available,0.39,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,blastomas,Brain/MB,entropy,shannon_delta,0.322,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,blastomas,Brain/MB,entropy,spectral_delta,-0.022,tumor_lower,permutation_available,0.86,0.91,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,blastomas,Brain/MB,mp,excess_spectral_mass_delta,-43.72182422604661,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,blastomas,Brain/MB,mp,largest_eigenvalue_fraction_delta,-0.049294289771478705,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,blastomas,Brain/MB,mp,participation_ratio_delta,1.797944377813332,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,blastomas,Brain/MB,mp,spectral_entropy_delta,0.3233283911138747,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,BLAD/TCC,complexity,effrank_delta,0.3999999999999999,tumor_greater,permutation_available,0.88,0.88,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,BLAD/TCC,complexity,kappa_delta,-10.06,tumor_lower,permutation_available,0.88,0.88,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,BLAD/TCC,entropy,shannon_delta,0.667,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,BLAD/TCC,entropy,spectral_delta,0.33,tumor_greater,permutation_available,0.07,0.30000000000000004,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,BLAD/TCC,mp,excess_spectral_mass_delta,-16.347294041607327,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,BLAD/TCC,mp,largest_eigenvalue_fraction_delta,-0.13112850356018935,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,BLAD/TCC,mp,participation_ratio_delta,2.4440703285214473,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,BLAD/TCC,mp,spectral_entropy_delta,0.5265435941874452,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,BR/BRAD,complexity,effrank_delta,0.47,tumor_greater,permutation_available,0.53,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,BR/BRAD,complexity,kappa_delta,68.6,tumor_greater,permutation_available,0.53,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,BR/BRAD,entropy,shannon_delta,1.146,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,BR/BRAD,entropy,spectral_delta,0.429,tumor_greater,permutation_available,0.1,0.30000000000000004,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,BR/BRAD,mp,excess_spectral_mass_delta,47.28646103516371,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,BR/BRAD,mp,largest_eigenvalue_fraction_delta,-0.13185918595802615,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,BR/BRAD,mp,participation_ratio_delta,1.6826624860236055,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,BR/BRAD,mp,spectral_entropy_delta,0.7104682351950451,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,COL/COADREAD,complexity,effrank_delta,0.010000000000000009,tumor_greater,permutation_available,0.36,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,COL/COADREAD,complexity,kappa_delta,-31.44,tumor_lower,permutation_available,0.36,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,COL/COADREAD,entropy,shannon_delta,0.132,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,COL/COADREAD,entropy,spectral_delta,0.015,tumor_greater,permutation_available,0.91,0.91,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,COL/COADREAD,mp,excess_spectral_mass_delta,-5.874003363258865,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,COL/COADREAD,mp,largest_eigenvalue_fraction_delta,-0.07225687511036416,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,COL/COADREAD,mp,participation_ratio_delta,1.2816973816464028,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,COL/COADREAD,mp,spectral_entropy_delta,0.14607061558201706,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,KID/RCC,complexity,effrank_delta,-0.10999999999999988,tumor_lower,permutation_available,0.55,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,KID/RCC,complexity,kappa_delta,-40.85,tumor_lower,permutation_available,0.55,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,KID/RCC,entropy,shannon_delta,-0.416,tumor_lower,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,KID/RCC,entropy,spectral_delta,-0.097,tumor_lower,permutation_available,0.62,0.8266666666666667,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,KID/RCC,mp,excess_spectral_mass_delta,-19.280195717272417,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,KID/RCC,mp,largest_eigenvalue_fraction_delta,-0.2986410240461856,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,KID/RCC,mp,participation_ratio_delta,3.1575725495298417,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,KID/RCC,mp,spectral_entropy_delta,0.3263733156823616,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,LU/LUAD,complexity,effrank_delta,0.47,tumor_greater,permutation_available,0.51,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,LU/LUAD,complexity,kappa_delta,95.58,tumor_greater,permutation_available,0.51,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,LU/LUAD,entropy,shannon_delta,1.141,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,LU/LUAD,entropy,spectral_delta,0.413,tumor_greater,permutation_available,0.08,0.30000000000000004,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,LU/LUAD,mp,excess_spectral_mass_delta,-4.0494548027205255,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,LU/LUAD,mp,largest_eigenvalue_fraction_delta,-0.2087892031139657,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,LU/LUAD,mp,participation_ratio_delta,2.580467164669919,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,LU/LUAD,mp,spectral_entropy_delta,0.7665057050514807,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,OV/OVAD,complexity,effrank_delta,0.18999999999999995,tumor_greater,permutation_available,0.35,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,OV/OVAD,complexity,kappa_delta,76.34,tumor_greater,permutation_available,0.35,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,OV/OVAD,entropy,shannon_delta,1.329,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,OV/OVAD,entropy,spectral_delta,0.189,tumor_greater,permutation_available,0.51,0.765,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,OV/OVAD,mp,excess_spectral_mass_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,OV/OVAD,mp,largest_eigenvalue_fraction_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,OV/OVAD,mp,participation_ratio_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,OV/OVAD,mp,spectral_entropy_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,PA/PAAD,complexity,effrank_delta,0.32000000000000006,tumor_greater,permutation_available,0.5,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,PA/PAAD,complexity,kappa_delta,-34.1,tumor_lower,permutation_available,0.5,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,PA/PAAD,entropy,shannon_delta,-0.006,tumor_lower,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,PA/PAAD,entropy,spectral_delta,0.296,tumor_greater,permutation_available,0.01,0.12,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,PA/PAAD,mp,excess_spectral_mass_delta,150.20072961444757,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,PA/PAAD,mp,largest_eigenvalue_fraction_delta,0.3824096787615391,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,PA/PAAD,mp,participation_ratio_delta,-4.22645638092912,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,PA/PAAD,mp,spectral_entropy_delta,-0.6013764943840014,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,UT/EAC,complexity,effrank_delta,0.050000000000000044,tumor_greater,permutation_available,0.46,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,UT/EAC,complexity,kappa_delta,62.88,tumor_greater,permutation_available,0.46,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,carcinomas,UT/EAC,entropy,shannon_delta,0.732,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,UT/EAC,entropy,spectral_delta,0.047,tumor_greater,permutation_available,0.8,0.91,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,carcinomas,UT/EAC,mp,excess_spectral_mass_delta,2.4858965608584143,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,UT/EAC,mp,largest_eigenvalue_fraction_delta,-0.056425591101086636,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,UT/EAC,mp,participation_ratio_delta,1.8659181194119356,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,carcinomas,UT/EAC,mp,spectral_entropy_delta,0.5074683390318457,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,leukemias,PB/B-ALL,complexity,effrank_delta,-0.21999999999999997,tumor_lower,permutation_available,0.66,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,leukemias,PB/B-ALL,complexity,kappa_delta,63,tumor_greater,permutation_available,0.66,0.792,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,leukemias,PB/B-ALL,entropy,shannon_delta,1.003,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,leukemias,PB/B-ALL,entropy,spectral_delta,-0.232,tumor_lower,permutation_available,0.36,0.6171428571428571,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,leukemias,PB/B-ALL,mp,excess_spectral_mass_delta,-34.537434604421776,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,leukemias,PB/B-ALL,mp,largest_eigenvalue_fraction_delta,-0.12247247571977538,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,leukemias,PB/B-ALL,mp,participation_ratio_delta,2.532154028407449,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,leukemias,PB/B-ALL,mp,spectral_entropy_delta,0.7067992983338127,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,leukemias,PB/T-ALL,complexity,effrank_delta,-0.24,tumor_lower,permutation_available,0.81,0.88,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,leukemias,PB/T-ALL,complexity,kappa_delta,30.39,tumor_greater,permutation_available,0.81,0.88,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,limma,leukemias,PB/T-ALL,entropy,shannon_delta,0.846,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,leukemias,PB/T-ALL,entropy,spectral_delta,-0.253,tumor_lower,permutation_available,0.35,0.6171428571428571,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,limma,leukemias,PB/T-ALL,mp,excess_spectral_mass_delta,-71.73026925799428,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,leukemias,PB/T-ALL,mp,largest_eigenvalue_fraction_delta,-0.17533817682777392,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,leukemias,PB/T-ALL,mp,participation_ratio_delta,2.643130965613876,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,limma,leukemias,PB/T-ALL,mp,spectral_entropy_delta,0.6961418993794273,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,blastomas,Brain/GBM,complexity,effrank_delta,0.08999999999999986,tumor_greater,permutation_available,0.5,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,blastomas,Brain/GBM,complexity,kappa_delta,-41.28,tumor_lower,permutation_available,0.5,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,blastomas,Brain/GBM,entropy,shannon_delta,0.321,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,blastomas,Brain/GBM,entropy,spectral_delta,0.08,tumor_greater,permutation_available,0.39,0.5633333333333334,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,blastomas,Brain/GBM,mp,excess_spectral_mass_delta,-132.0893486029579,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,blastomas,Brain/GBM,mp,largest_eigenvalue_fraction_delta,-0.004806319909931744,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,blastomas,Brain/GBM,mp,participation_ratio_delta,1.3026471222669587,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,blastomas,Brain/GBM,mp,spectral_entropy_delta,0.2720393523813449,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,blastomas,Brain/MB,complexity,effrank_delta,0.24,tumor_greater,permutation_available,0.54,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,blastomas,Brain/MB,complexity,kappa_delta,-35.23,tumor_lower,permutation_available,0.54,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,blastomas,Brain/MB,entropy,shannon_delta,0.322,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,blastomas,Brain/MB,entropy,spectral_delta,0.204,tumor_greater,permutation_available,0.11,0.2383333333333333,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,blastomas,Brain/MB,mp,excess_spectral_mass_delta,-128.88806324756922,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,blastomas,Brain/MB,mp,largest_eigenvalue_fraction_delta,-0.020849080161408517,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,blastomas,Brain/MB,mp,participation_ratio_delta,1.3367822197368309,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,blastomas,Brain/MB,mp,spectral_entropy_delta,0.2716001507106818,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,BLAD/TCC,complexity,effrank_delta,0.54,tumor_greater,permutation_available,0.76,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,BLAD/TCC,complexity,kappa_delta,-20.46,tumor_lower,permutation_available,0.76,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,BLAD/TCC,entropy,shannon_delta,0.659,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,BLAD/TCC,entropy,spectral_delta,0.435,tumor_greater,permutation_available,0.03,0.12999999999999998,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,BLAD/TCC,mp,excess_spectral_mass_delta,31.390240909977024,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,BLAD/TCC,mp,largest_eigenvalue_fraction_delta,-0.09175175694516302,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,BLAD/TCC,mp,participation_ratio_delta,1.8202958336582133,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,BLAD/TCC,mp,spectral_entropy_delta,0.42261850869112605,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
