chip,filter_regime,group,comparison,engine,metric,value,direction,inference_status,p_value,p_fdr,resampling_method,n_resamples,runtime_sec,source_file,source_layer,notes
hu35ksuba,variance_comparison,carcinomas,BLAD/TCC,mp,largest_eigenvalue_fraction_delta,-0.14430249626977776,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,BLAD/TCC,mp,participation_ratio_delta,2.5728141812473684,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,BLAD/TCC,mp,spectral_entropy_delta,0.5319098091598102,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,BR/BRAD,complexity,effrank_delta,1.15,tumor_greater,permutation_available,1,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,BR/BRAD,complexity,kappa_delta,-0.57,tumor_lower,permutation_available,1,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,BR/BRAD,entropy,shannon_delta,1.143,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,BR/BRAD,entropy,spectral_delta,0.781,tumor_greater,permutation_available,0,0,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,BR/BRAD,mp,excess_spectral_mass_delta,-290.41014254247034,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,BR/BRAD,mp,largest_eigenvalue_fraction_delta,-0.34904614042408355,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,BR/BRAD,mp,participation_ratio_delta,3.4419628407442926,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,BR/BRAD,mp,spectral_entropy_delta,1.0030917250200337,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,COL/COADREAD,complexity,effrank_delta,0.29000000000000004,tumor_greater,permutation_available,0.03,0.44999999999999996,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,COL/COADREAD,complexity,kappa_delta,-49.47,tumor_lower,permutation_available,0.03,0.44999999999999996,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,COL/COADREAD,entropy,shannon_delta,0,no_change,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,COL/COADREAD,entropy,spectral_delta,0.224,tumor_greater,permutation_available,0.07,0.19285714285714284,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,COL/COADREAD,mp,excess_spectral_mass_delta,-164.3719418368994,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,COL/COADREAD,mp,largest_eigenvalue_fraction_delta,-0.0069355814676463345,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,COL/COADREAD,mp,participation_ratio_delta,0.26928925966876793,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,COL/COADREAD,mp,spectral_entropy_delta,0.07741791048412638,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,KID/RCC,complexity,effrank_delta,0.5999999999999999,tumor_greater,permutation_available,0.14,0.7000000000000001,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,KID/RCC,complexity,kappa_delta,-31.62,tumor_lower,permutation_available,0.14,0.7000000000000001,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,KID/RCC,entropy,shannon_delta,-0.125,tumor_lower,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,KID/RCC,entropy,spectral_delta,0.458,tumor_greater,permutation_available,0,0,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,KID/RCC,mp,excess_spectral_mass_delta,-30.603457235133646,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,KID/RCC,mp,largest_eigenvalue_fraction_delta,-0.07736840491148067,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,KID/RCC,mp,participation_ratio_delta,0.5420535885171915,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,KID/RCC,mp,spectral_entropy_delta,-0.015612320281915837,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,LU/LUAD,complexity,effrank_delta,0.30999999999999983,tumor_greater,permutation_available,1,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,LU/LUAD,complexity,kappa_delta,8.18,tumor_greater,permutation_available,1,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,LU/LUAD,entropy,shannon_delta,0.653,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,LU/LUAD,entropy,spectral_delta,0.229,tumor_greater,permutation_available,0.24,0.36,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,LU/LUAD,mp,excess_spectral_mass_delta,-277.515595958474,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,LU/LUAD,mp,largest_eigenvalue_fraction_delta,-0.187073914742296,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,LU/LUAD,mp,participation_ratio_delta,1.7899636429430075,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,LU/LUAD,mp,spectral_entropy_delta,0.6116171231629561,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,OV/OVAD,complexity,effrank_delta,0.6300000000000001,tumor_greater,permutation_available,0.14,0.7000000000000001,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,OV/OVAD,complexity,kappa_delta,71.06,tumor_greater,permutation_available,0.14,0.7000000000000001,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,OV/OVAD,entropy,shannon_delta,1.462,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,OV/OVAD,entropy,spectral_delta,0.535,tumor_greater,permutation_available,0.09,0.19285714285714284,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,OV/OVAD,mp,excess_spectral_mass_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,OV/OVAD,mp,largest_eigenvalue_fraction_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,OV/OVAD,mp,participation_ratio_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,OV/OVAD,mp,spectral_entropy_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,PA/PAAD,complexity,effrank_delta,-0.1499999999999999,tumor_lower,permutation_available,0.43,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,PA/PAAD,complexity,kappa_delta,-28.22,tumor_lower,permutation_available,0.43,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,PA/PAAD,entropy,shannon_delta,-0.003,tumor_lower,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,PA/PAAD,entropy,spectral_delta,-0.105,tumor_lower,permutation_available,0.73,0.8423076923076922,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,PA/PAAD,mp,excess_spectral_mass_delta,196.31023227786523,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,PA/PAAD,mp,largest_eigenvalue_fraction_delta,0.11721881364642794,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,PA/PAAD,mp,participation_ratio_delta,-1.4673351970494188,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,PA/PAAD,mp,spectral_entropy_delta,-0.15227582071078016,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,PR/PRAD,complexity,effrank_delta,0.2699999999999998,tumor_greater,permutation_available,0.41,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,PR/PRAD,complexity,kappa_delta,14.24,tumor_greater,permutation_available,0.41,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,PR/PRAD,entropy,shannon_delta,0.152,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,PR/PRAD,entropy,spectral_delta,0.221,tumor_greater,permutation_available,0.08,0.19285714285714284,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,PR/PRAD,mp,excess_spectral_mass_delta,-131.18500348449084,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,PR/PRAD,mp,largest_eigenvalue_fraction_delta,-0.10362057738918279,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,PR/PRAD,mp,participation_ratio_delta,1.1415148905021333,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,PR/PRAD,mp,spectral_entropy_delta,0.17333324661105132,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,UT/EAC,complexity,effrank_delta,0.26,tumor_greater,permutation_available,0.89,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,UT/EAC,complexity,kappa_delta,16.8,tumor_greater,permutation_available,0.89,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,carcinomas,UT/EAC,entropy,shannon_delta,0.738,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,UT/EAC,entropy,spectral_delta,0.203,tumor_greater,permutation_available,0.35,0.475,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,carcinomas,UT/EAC,mp,excess_spectral_mass_delta,-385.26473309261235,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,UT/EAC,mp,largest_eigenvalue_fraction_delta,-0.30996182845258163,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,UT/EAC,mp,participation_ratio_delta,3.5017800828938372,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,carcinomas,UT/EAC,mp,spectral_entropy_delta,0.7710327892715569,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,leukemias,PB/B-ALL,complexity,effrank_delta,0.010000000000000009,tumor_greater,permutation_available,0.89,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,leukemias,PB/B-ALL,complexity,kappa_delta,37.09,tumor_greater,permutation_available,0.89,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,leukemias,PB/B-ALL,entropy,shannon_delta,1.006,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,leukemias,PB/B-ALL,entropy,spectral_delta,0.004,tumor_greater,permutation_available,0.99,0.99,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,leukemias,PB/B-ALL,mp,excess_spectral_mass_delta,-426.5348450141954,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,leukemias,PB/B-ALL,mp,largest_eigenvalue_fraction_delta,-0.309298512942816,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,leukemias,PB/B-ALL,mp,participation_ratio_delta,3.9777059572361364,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,leukemias,PB/B-ALL,mp,spectral_entropy_delta,0.9313011198551144,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,leukemias,PB/T-ALL,complexity,effrank_delta,-0.009999999999999787,tumor_lower,permutation_available,0.9,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,leukemias,PB/T-ALL,complexity,kappa_delta,29.62,tumor_greater,permutation_available,0.9,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,leukemias,PB/T-ALL,entropy,shannon_delta,1.005,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,leukemias,PB/T-ALL,entropy,spectral_delta,-0.005,tumor_lower,permutation_available,0.97,0.99,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,leukemias,PB/T-ALL,mp,excess_spectral_mass_delta,-306.30587536288454,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,leukemias,PB/T-ALL,mp,largest_eigenvalue_fraction_delta,-0.2636108278343209,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,leukemias,PB/T-ALL,mp,participation_ratio_delta,3.2921406727617084,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,leukemias,PB/T-ALL,mp,spectral_entropy_delta,0.8757729492541968,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,lymphomas,GC/FL,complexity,effrank_delta,0.47,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,lymphomas,GC/FL,complexity,kappa_delta,12,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,lymphomas,GC/FL,entropy,shannon_delta,0.88,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,lymphomas,GC/FL,entropy,spectral_delta,0.428,tumor_greater,permutation_available,0.03,0.15,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,lymphomas,GC/FL,mp,excess_spectral_mass_delta,-399.3381397393763,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,lymphomas,GC/FL,mp,largest_eigenvalue_fraction_delta,-0.2824106824312599,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,lymphomas,GC/FL,mp,participation_ratio_delta,3.6591370121368767,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,lymphomas,GC/FL,mp,spectral_entropy_delta,0.8406973709045404,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,lymphomas,GC/LBCL,complexity,effrank_delta,0.18999999999999995,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,lymphomas,GC/LBCL,complexity,kappa_delta,10.7,tumor_greater,permutation_available,0.99,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu35ksuba,variance_comparison,lymphomas,GC/LBCL,entropy,shannon_delta,0.878,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,lymphomas,GC/LBCL,entropy,spectral_delta,0.187,tumor_greater,permutation_available,0.38,0.475,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu35ksuba,variance_comparison,lymphomas,GC/LBCL,mp,excess_spectral_mass_delta,-596.033399116825,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,lymphomas,GC/LBCL,mp,largest_eigenvalue_fraction_delta,-0.3353634548799114,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,lymphomas,GC/LBCL,mp,participation_ratio_delta,4.679884462461504,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_comparison,lymphomas,GC/LBCL,mp,spectral_entropy_delta,0.9413695647734819,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,BRAD,BR/BRAD,latent,centroid_distance,35.51757903830364,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,BRAD,BR/BRAD,latent,latent_eig_entropy_delta,0.6643009577915008,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,BRAD,BR/BRAD,latent,latent_pr_delta,1.225161795636758,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,COADREAD,COL/COADREAD,latent,centroid_distance,25.23761229507801,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,COADREAD,COL/COADREAD,latent,latent_eig_entropy_delta,0.20096526056886277,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,COADREAD,COL/COADREAD,latent,latent_pr_delta,0.28044173719284515,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,EAC,UT/EAC,latent,centroid_distance,26.499227794457173,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,EAC,UT/EAC,latent,latent_eig_entropy_delta,0.9481379713936858,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,EAC,UT/EAC,latent,latent_pr_delta,2.3965193055418057,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,FL,GC/FL,latent,centroid_distance,28.379364604865255,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,FL,GC/FL,latent,latent_eig_entropy_delta,0.8813458406346288,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,FL,GC/FL,latent,latent_pr_delta,2.0033105670312543,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,GBM,Brain/GBM,latent,centroid_distance,26.573302833562675,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,GBM,Brain/GBM,latent,latent_eig_entropy_delta,0.43779042506273425,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,GBM,Brain/GBM,latent,latent_pr_delta,1.3101064058543206,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,LBCL,GC/LBCL,latent,centroid_distance,25.54604953133279,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,LBCL,GC/LBCL,latent,latent_eig_entropy_delta,1.0949567775255276,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,LBCL,GC/LBCL,latent,latent_pr_delta,3.0109370905933504,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,LUAD,LU/LUAD,latent,centroid_distance,15.243724594175744,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,LUAD,LU/LUAD,latent,latent_eig_entropy_delta,0.4353216822936152,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,LUAD,LU/LUAD,latent,latent_pr_delta,0.8296518136375493,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,MB,Brain/MB,latent,centroid_distance,33.63082454360858,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,MB,Brain/MB,latent,latent_eig_entropy_delta,0.2875756887456935,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,MB,Brain/MB,latent,latent_pr_delta,0.8436079751323318,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
