chip,filter_regime,group,comparison,engine,metric,value,direction,inference_status,p_value,p_fdr,resampling_method,n_resamples,runtime_sec,source_file,source_layer,notes
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,largest_eigenvalue_fraction_delta,-0.3353634548799114,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,participation_ratio_delta,4.679884462461504,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,lymphomas,GC/LBCL,mp,spectral_entropy_delta,0.9413695647734819,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu35ksuba,variance_global,carcinomas,BR/BRAD,latent,centroid_distance,35.51757903830364,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,BR/BRAD,latent,latent_eig_entropy_delta,0.6643009577915008,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,BR/BRAD,latent,latent_pr_delta,1.225161795636758,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,COL/COADREAD,latent,centroid_distance,25.23761229507801,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,COL/COADREAD,latent,latent_eig_entropy_delta,0.20096526056886277,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,COL/COADREAD,latent,latent_pr_delta,0.28044173719284515,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,UT/EAC,latent,centroid_distance,26.499227794457173,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,UT/EAC,latent,latent_eig_entropy_delta,0.9481379713936858,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,UT/EAC,latent,latent_pr_delta,2.3965193055418057,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,lymphomas,GC/FL,latent,centroid_distance,28.379364604865255,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,lymphomas,GC/FL,latent,latent_eig_entropy_delta,0.8813458406346288,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,lymphomas,GC/FL,latent,latent_pr_delta,2.0033105670312543,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,blastomas,Brain/GBM,latent,centroid_distance,26.573302833562675,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,blastomas,Brain/GBM,latent,latent_eig_entropy_delta,0.43779042506273425,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,blastomas,Brain/GBM,latent,latent_pr_delta,1.3101064058543206,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,lymphomas,GC/LBCL,latent,centroid_distance,25.54604953133279,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,lymphomas,GC/LBCL,latent,latent_eig_entropy_delta,1.0949567775255276,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,lymphomas,GC/LBCL,latent,latent_pr_delta,3.0109370905933504,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,LU/LUAD,latent,centroid_distance,15.243724594175744,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,LU/LUAD,latent,latent_eig_entropy_delta,0.4353216822936152,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,LU/LUAD,latent,latent_pr_delta,0.8296518136375493,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,blastomas,Brain/MB,latent,centroid_distance,33.63082454360858,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,blastomas,Brain/MB,latent,latent_eig_entropy_delta,0.2875756887456935,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,blastomas,Brain/MB,latent,latent_pr_delta,0.8436079751323318,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,OV/OVAD,latent,centroid_distance,25.847101081968628,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,OV/OVAD,latent,latent_eig_entropy_delta,0.29342768605971425,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,OV/OVAD,latent,latent_pr_delta,0.2688214212111153,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,PA/PAAD,latent,centroid_distance,24.020789985553503,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,PA/PAAD,latent,latent_eig_entropy_delta,-0.08564329527603554,tumor_lower,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,PA/PAAD,latent,latent_pr_delta,-0.41260394593940086,tumor_lower,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,PR/PRAD,latent,centroid_distance,12.516527930872783,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,PR/PRAD,latent,latent_eig_entropy_delta,0.18388723722649747,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,PR/PRAD,latent,latent_pr_delta,0.8979438861305238,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,KID/RCC,latent,centroid_distance,17.16409086737303,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,KID/RCC,latent,latent_eig_entropy_delta,-0.06504743111835376,tumor_lower,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,KID/RCC,latent,latent_pr_delta,-0.21424792979112528,tumor_lower,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,BLAD/TCC,latent,centroid_distance,38.86635078543544,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,BLAD/TCC,latent,latent_eig_entropy_delta,0.09149530794372684,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
hu35ksuba,variance_global,carcinomas,BLAD/TCC,latent,latent_pr_delta,0.03242986832782435,tumor_greater,structural_engine,NA,NA,NA,NA,NA,latent_comparison_metrics.csv,latent_engine,Latent geometry is produced by the Python latent structural engine.
