artifact,created_at,annotation_path,go_mode,min_probes,similarity_measure,clustering_method,similarity_cutoff,max_terms_per_block,min_terms_per_ancestor_block,large_block_strategy,note
go_semantic_layer,2026-05-16T01:55:46Z,C:/Users/drziy/OneDrive/Desktop/Ali/scientific_research_current/global-cancer-complexity/data/global_cancer/processed/RData/annotations/full_chip_annotations.rds,"BP,MF","BP:5,MF:5",Wang,"GO ancestor prepartition, then Wang semantic similarity + ward.D2 within manageable blocks",0.7,600,25,ancestor_single_cluster,Semantic clusters are p-value-neutral. Structural/inferential summaries should be computed downstream by joining result facts to cluster membership.
