chip,gene_set_mode,gene_set_id,gene_set_normalized,gene_set_name,go_ontology,root_node,n_probes
hu6800,GO_BP,GO:0042982,GO:0042982,amyloid precursor protein metabolic process,BP,biological_process,9
hu6800,GO_BP,GO:0042985,GO:0042985,negative regulation of amyloid precursor protein biosynthetic process,BP,biological_process,1
hu6800,GO_BP,GO:0042986,GO:0042986,positive regulation of amyloid precursor protein biosynthetic process,BP,biological_process,2
hu6800,GO_BP,GO:0042987,GO:0042987,amyloid precursor protein catabolic process,BP,biological_process,11
hu6800,GO_BP,GO:0042997,GO:0042997,negative regulation of Golgi to plasma membrane protein transport,BP,biological_process,3
hu6800,GO_BP,GO:0042998,GO:0042998,positive regulation of Golgi to plasma membrane protein transport,BP,biological_process,3
hu6800,GO_BP,GO:0043001,GO:0043001,Golgi to plasma membrane protein transport,BP,biological_process,11
hu6800,GO_MF,GO:0043008,GO:0043008,ATP-dependent protein binding,MF,molecular_function,4
hu6800,GO_BP,GO:0043009,GO:0043009,chordate embryonic development,BP,biological_process,9
hu6800,GO_BP,GO:0043010,GO:0043010,camera-type eye development,BP,biological_process,32
hu6800,GO_BP,GO:0043011,GO:0043011,myeloid dendritic cell differentiation,BP,biological_process,7
hu6800,GO_MF,GO:0043014,GO:0043014,alpha-tubulin binding,MF,molecular_function,14
hu6800,GO_MF,GO:0043015,GO:0043015,gamma-tubulin binding,MF,molecular_function,12
hu6800,GO_MF,GO:0043021,GO:0043021,ribonucleoprotein complex binding,MF,molecular_function,21
hu6800,GO_MF,GO:0043022,GO:0043022,ribosome binding,MF,molecular_function,29
hu6800,GO_MF,GO:0043023,GO:0043023,ribosomal large subunit binding,MF,molecular_function,3
hu6800,GO_MF,GO:0043024,GO:0043024,ribosomal small subunit binding,MF,molecular_function,8
hu6800,GO_MF,GO:0043027,GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,MF,molecular_function,11
hu6800,GO_BP,GO:0043029,GO:0043029,T cell homeostasis,BP,biological_process,7
hu6800,GO_BP,GO:0043030,GO:0043030,regulation of macrophage activation,BP,biological_process,4
hu6800,GO_BP,GO:0043031,GO:0043031,negative regulation of macrophage activation,BP,biological_process,4
hu6800,GO_BP,GO:0043032,GO:0043032,positive regulation of macrophage activation,BP,biological_process,13
hu6800,GO_MF,GO:0043035,GO:0043035,chromatin insulator sequence binding,MF,molecular_function,1
hu6800,GO_BP,GO:0043039,GO:0043039,tRNA aminoacylation,BP,biological_process,5
hu6800,GO_BP,GO:0043043,GO:0043043,peptide biosynthetic process,BP,biological_process,6
hu6800,GO_MF,GO:0043047,GO:0043047,single-stranded telomeric DNA binding,MF,molecular_function,3
hu6800,GO_BP,GO:0043048,GO:0043048,dolichyl monophosphate biosynthetic process,BP,biological_process,1
hu6800,GO_BP,GO:0043049,GO:0043049,otic placode formation,BP,biological_process,1
hu6800,GO_BP,GO:0043062,GO:0043062,extracellular structure organization,BP,biological_process,1
hu6800,GO_BP,GO:0043065,GO:0043065,positive regulation of apoptotic process,BP,biological_process,198
hu6800,GO_BP,GO:0043066,GO:0043066,negative regulation of apoptotic process,BP,biological_process,334
hu6800,GO_BP,GO:0043067,GO:0043067,regulation of programmed cell death,BP,biological_process,3
hu6800,GO_BP,GO:0043068,GO:0043068,positive regulation of programmed cell death,BP,biological_process,9
hu6800,GO_BP,GO:0043069,GO:0043069,negative regulation of programmed cell death,BP,biological_process,12
hu6800,GO_BP,GO:0043085,GO:0043085,positive regulation of catalytic activity,BP,biological_process,3
hu6800,GO_BP,GO:0043086,GO:0043086,negative regulation of catalytic activity,BP,biological_process,1
hu6800,GO_BP,GO:0043087,GO:0043087,regulation of GTPase activity,BP,biological_process,11
hu6800,GO_BP,GO:0043097,GO:0043097,pyrimidine nucleoside salvage,BP,biological_process,1
hu6800,GO_BP,GO:0043101,GO:0043101,purine-containing compound salvage,BP,biological_process,2
hu6800,GO_BP,GO:0043103,GO:0043103,hypoxanthine salvage,BP,biological_process,2
hu6800,GO_BP,GO:0043111,GO:0043111,replication fork arrest,BP,biological_process,1
hu6800,GO_BP,GO:0043113,GO:0043113,receptor clustering,BP,biological_process,17
hu6800,GO_BP,GO:0043114,GO:0043114,regulation of vascular permeability,BP,biological_process,17
hu6800,GO_BP,GO:0043116,GO:0043116,negative regulation of vascular permeability,BP,biological_process,11
hu6800,GO_BP,GO:0043117,GO:0043117,positive regulation of vascular permeability,BP,biological_process,9
hu6800,GO_MF,GO:0043120,GO:0043120,tumor necrosis factor binding,MF,molecular_function,6
hu6800,GO_MF,GO:0043121,GO:0043121,neurotrophin binding,MF,molecular_function,6
hu6800,GO_BP,GO:0043122,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,BP,biological_process,14
hu6800,GO_BP,GO:0043123,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,BP,biological_process,133
hu6800,GO_BP,GO:0043124,GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,BP,biological_process,51
hu6800,GO_MF,GO:0043125,GO:0043125,ErbB-3 class receptor binding,MF,molecular_function,7
hu6800,GO_BP,GO:0043129,GO:0043129,surfactant homeostasis,BP,biological_process,7
hu6800,GO_MF,GO:0043130,GO:0043130,ubiquitin binding,MF,molecular_function,39
hu6800,GO_BP,GO:0043137,GO:0043137,"DNA replication, removal of RNA primer",BP,biological_process,1
hu6800,GO_MF,GO:0043138,GO:0043138,3'-5' DNA helicase activity,MF,molecular_function,9
hu6800,GO_MF,GO:0043139,GO:0043139,5'-3' DNA helicase activity,MF,molecular_function,4
hu6800,GO_BP,GO:0043149,GO:0043149,stress fiber assembly,BP,biological_process,10
hu6800,GO_BP,GO:0043152,GO:0043152,induction of bacterial agglutination,BP,biological_process,3
hu6800,GO_BP,GO:0043153,GO:0043153,entrainment of circadian clock by photoperiod,BP,biological_process,13
hu6800,GO_BP,GO:0043161,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,BP,biological_process,117
hu6800,GO_BP,GO:0043162,GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,BP,biological_process,3
hu6800,GO_BP,GO:0043163,GO:0043163,cell envelope organization,BP,biological_process,1
hu6800,GO_MF,GO:0043168,GO:0043168,anion binding,MF,molecular_function,4
hu6800,GO_MF,GO:0043169,GO:0043169,cation binding,MF,molecular_function,4
hu6800,GO_BP,GO:0043170,GO:0043170,macromolecule metabolic process,BP,biological_process,1
hu6800,GO_BP,GO:0043171,GO:0043171,peptide catabolic process,BP,biological_process,6
hu6800,GO_BP,GO:0043174,GO:0043174,nucleoside salvage,BP,biological_process,1
hu6800,GO_MF,GO:0043176,GO:0043176,amine binding,MF,molecular_function,2
hu6800,GO_MF,GO:0043183,GO:0043183,vascular endothelial growth factor receptor 1 binding,MF,molecular_function,1
hu6800,GO_MF,GO:0043184,GO:0043184,vascular endothelial growth factor receptor 2 binding,MF,molecular_function,6
hu6800,GO_MF,GO:0043185,GO:0043185,vascular endothelial growth factor receptor 3 binding,MF,molecular_function,1
hu6800,GO_MF,GO:0043199,GO:0043199,sulfate binding,MF,molecular_function,5
hu6800,GO_BP,GO:0043200,GO:0043200,response to amino acid,BP,biological_process,12
hu6800,GO_BP,GO:0043201,GO:0043201,response to leucine,BP,biological_process,3
hu6800,GO_BP,GO:0043207,GO:0043207,response to external biotic stimulus,BP,biological_process,2
hu6800,GO_MF,GO:0043208,GO:0043208,glycosphingolipid binding,MF,molecular_function,6
hu6800,GO_BP,GO:0043217,GO:0043217,myelin maintenance,BP,biological_process,3
hu6800,GO_MF,GO:0043236,GO:0043236,laminin binding,MF,molecular_function,17
hu6800,GO_MF,GO:0043237,GO:0043237,laminin-1 binding,MF,molecular_function,3
hu6800,GO_BP,GO:0043242,GO:0043242,negative regulation of protein-containing complex disassembly,BP,biological_process,1
hu6800,GO_BP,GO:0043243,GO:0043243,positive regulation of protein-containing complex disassembly,BP,biological_process,5
hu6800,GO_BP,GO:0043247,GO:0043247,telomere maintenance in response to DNA damage,BP,biological_process,2
hu6800,GO_BP,GO:0043248,GO:0043248,proteasome assembly,BP,biological_process,7
hu6800,GO_BP,GO:0043249,GO:0043249,erythrocyte maturation,BP,biological_process,4
hu6800,GO_BP,GO:0043252,GO:0043252,sodium-independent organic anion transport,BP,biological_process,3
hu6800,GO_BP,GO:0043254,GO:0043254,regulation of protein-containing complex assembly,BP,biological_process,12
hu6800,GO_MF,GO:0043262,GO:0043262,adenosine-diphosphatase activity,MF,molecular_function,2
hu6800,GO_BP,GO:0043266,GO:0043266,regulation of potassium ion transport,BP,biological_process,6
hu6800,GO_BP,GO:0043267,GO:0043267,negative regulation of potassium ion transport,BP,biological_process,6
hu6800,GO_BP,GO:0043268,GO:0043268,positive regulation of potassium ion transport,BP,biological_process,8
hu6800,GO_BP,GO:0043269,GO:0043269,regulation of ion transport,BP,biological_process,4
hu6800,GO_BP,GO:0043270,GO:0043270,positive regulation of ion transport,BP,biological_process,5
hu6800,GO_BP,GO:0043271,GO:0043271,negative regulation of ion transport,BP,biological_process,1
hu6800,GO_MF,GO:0043273,GO:0043273,CTPase activity,MF,molecular_function,3
hu6800,GO_MF,GO:0043274,GO:0043274,phospholipase binding,MF,molecular_function,22
hu6800,GO_BP,GO:0043276,GO:0043276,anoikis,BP,biological_process,5
hu6800,GO_BP,GO:0043277,GO:0043277,apoptotic cell clearance,BP,biological_process,15
hu6800,GO_BP,GO:0043278,GO:0043278,response to morphine,BP,biological_process,18
hu6800,GO_BP,GO:0043279,GO:0043279,response to alkaloid,BP,biological_process,7
hu6800,GO_MF,GO:0043295,GO:0043295,glutathione binding,MF,molecular_function,4
hu6800,GO_BP,GO:0043297,GO:0043297,apical junction assembly,BP,biological_process,5
hu6800,GO_BP,GO:0043299,GO:0043299,leukocyte degranulation,BP,biological_process,1
hu6800,GO_BP,GO:0043303,GO:0043303,mast cell degranulation,BP,biological_process,19
hu6800,GO_BP,GO:0043304,GO:0043304,regulation of mast cell degranulation,BP,biological_process,4
hu6800,GO_BP,GO:0043305,GO:0043305,negative regulation of mast cell degranulation,BP,biological_process,2
hu6800,GO_BP,GO:0043306,GO:0043306,positive regulation of mast cell degranulation,BP,biological_process,8
hu6800,GO_BP,GO:0043308,GO:0043308,eosinophil degranulation,BP,biological_process,6
hu6800,GO_BP,GO:0043310,GO:0043310,negative regulation of eosinophil degranulation,BP,biological_process,2
hu6800,GO_BP,GO:0043311,GO:0043311,positive regulation of eosinophil degranulation,BP,biological_process,2
hu6800,GO_BP,GO:0043312,GO:0043312,neutrophil degranulation,BP,biological_process,4
hu6800,GO_BP,GO:0043313,GO:0043313,regulation of neutrophil degranulation,BP,biological_process,1
hu6800,GO_BP,GO:0043314,GO:0043314,negative regulation of neutrophil degranulation,BP,biological_process,1
hu6800,GO_BP,GO:0043315,GO:0043315,positive regulation of neutrophil degranulation,BP,biological_process,3
hu6800,GO_BP,GO:0043318,GO:0043318,negative regulation of cytotoxic T cell degranulation,BP,biological_process,3
hu6800,GO_BP,GO:0043320,GO:0043320,natural killer cell degranulation,BP,biological_process,3
hu6800,GO_BP,GO:0043322,GO:0043322,negative regulation of natural killer cell degranulation,BP,biological_process,1
hu6800,GO_BP,GO:0043323,GO:0043323,positive regulation of natural killer cell degranulation,BP,biological_process,4
hu6800,GO_MF,GO:0043325,GO:0043325,"phosphatidylinositol-3,4-bisphosphate binding",MF,molecular_function,8
hu6800,GO_BP,GO:0043328,GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,BP,biological_process,2
hu6800,GO_BP,GO:0043330,GO:0043330,response to exogenous dsRNA,BP,biological_process,16
hu6800,GO_BP,GO:0043331,GO:0043331,response to dsRNA,BP,biological_process,1
hu6800,GO_BP,GO:0043335,GO:0043335,protein unfolding,BP,biological_process,7
hu6800,GO_BP,GO:0043353,GO:0043353,enucleate erythrocyte differentiation,BP,biological_process,2
hu6800,GO_BP,GO:0043363,GO:0043363,nucleate erythrocyte differentiation,BP,biological_process,1
hu6800,GO_BP,GO:0043366,GO:0043366,beta selection,BP,biological_process,1
hu6800,GO_BP,GO:0043371,GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",BP,biological_process,6
hu6800,GO_BP,GO:0043372,GO:0043372,"positive regulation of CD4-positive, alpha-beta T cell differentiation",BP,biological_process,3
hu6800,GO_BP,GO:0043373,GO:0043373,"CD4-positive, alpha-beta T cell lineage commitment",BP,biological_process,1
hu6800,GO_BP,GO:0043374,GO:0043374,"CD8-positive, alpha-beta T cell differentiation",BP,biological_process,13
hu6800,GO_BP,GO:0043377,GO:0043377,"negative regulation of CD8-positive, alpha-beta T cell differentiation",BP,biological_process,1
hu6800,GO_BP,GO:0043378,GO:0043378,"positive regulation of CD8-positive, alpha-beta T cell differentiation",BP,biological_process,7
hu6800,GO_BP,GO:0043382,GO:0043382,positive regulation of memory T cell differentiation,BP,biological_process,9
hu6800,GO_BP,GO:0043388,GO:0043388,positive regulation of DNA binding,BP,biological_process,9
hu6800,GO_BP,GO:0043392,GO:0043392,negative regulation of DNA binding,BP,biological_process,11
hu6800,GO_MF,GO:0043394,GO:0043394,proteoglycan binding,MF,molecular_function,13
hu6800,GO_MF,GO:0043395,GO:0043395,heparan sulfate proteoglycan binding,MF,molecular_function,15
hu6800,GO_BP,GO:0043397,GO:0043397,regulation of corticotropin-releasing hormone secretion,BP,biological_process,3
hu6800,GO_MF,GO:0043398,GO:0043398,HLH domain binding,MF,molecular_function,3
hu6800,GO_BP,GO:0043401,GO:0043401,steroid hormone mediated signaling pathway,BP,biological_process,5
hu6800,GO_BP,GO:0043403,GO:0043403,skeletal muscle tissue regeneration,BP,biological_process,6
hu6800,GO_MF,GO:0043404,GO:0043404,corticotropin-releasing hormone receptor activity,MF,molecular_function,3
hu6800,GO_BP,GO:0043405,GO:0043405,regulation of MAP kinase activity,BP,biological_process,6
hu6800,GO_BP,GO:0043406,GO:0043406,positive regulation of MAP kinase activity,BP,biological_process,21
hu6800,GO_BP,GO:0043407,GO:0043407,negative regulation of MAP kinase activity,BP,biological_process,9
hu6800,GO_BP,GO:0043408,GO:0043408,regulation of MAPK cascade,BP,biological_process,19
hu6800,GO_BP,GO:0043409,GO:0043409,negative regulation of MAPK cascade,BP,biological_process,33
hu6800,GO_BP,GO:0043410,GO:0043410,positive regulation of MAPK cascade,BP,biological_process,159
hu6800,GO_BP,GO:0043415,GO:0043415,positive regulation of skeletal muscle tissue regeneration,BP,biological_process,1
hu6800,GO_BP,GO:0043416,GO:0043416,regulation of skeletal muscle tissue regeneration,BP,biological_process,1
hu6800,GO_BP,GO:0043418,GO:0043418,homocysteine catabolic process,BP,biological_process,2
hu6800,GO_BP,GO:0043420,GO:0043420,anthranilate metabolic process,BP,biological_process,3
hu6800,GO_MF,GO:0043422,GO:0043422,protein kinase B binding,MF,molecular_function,5
hu6800,GO_MF,GO:0043425,GO:0043425,bHLH transcription factor binding,MF,molecular_function,21
hu6800,GO_MF,GO:0043426,GO:0043426,MRF binding,MF,molecular_function,2
hu6800,GO_BP,GO:0043434,GO:0043434,response to peptide hormone,BP,biological_process,54
hu6800,GO_BP,GO:0043435,GO:0043435,response to corticotropin-releasing hormone,BP,biological_process,1
hu6800,GO_BP,GO:0043457,GO:0043457,regulation of cellular respiration,BP,biological_process,3
hu6800,GO_BP,GO:0043462,GO:0043462,regulation of ATPase activity,BP,biological_process,3
hu6800,GO_BP,GO:0043467,GO:0043467,regulation of generation of precursor metabolites and energy,BP,biological_process,1
hu6800,GO_BP,GO:0043470,GO:0043470,regulation of carbohydrate catabolic process,BP,biological_process,1
hu6800,GO_BP,GO:0043473,GO:0043473,pigmentation,BP,biological_process,16
hu6800,GO_BP,GO:0043482,GO:0043482,cellular pigment accumulation,BP,biological_process,1
hu6800,GO_BP,GO:0043484,GO:0043484,regulation of RNA splicing,BP,biological_process,33
hu6800,GO_BP,GO:0043488,GO:0043488,regulation of mRNA stability,BP,biological_process,24
hu6800,GO_BP,GO:0043490,GO:0043490,malate-aspartate shuttle,BP,biological_process,5
hu6800,GO_BP,GO:0043491,GO:0043491,protein kinase B signaling,BP,biological_process,38
hu6800,GO_MF,GO:0043495,GO:0043495,protein-membrane adaptor activity,MF,molecular_function,19
hu6800,GO_BP,GO:0043504,GO:0043504,mitochondrial DNA repair,BP,biological_process,3
hu6800,GO_BP,GO:0043507,GO:0043507,positive regulation of JUN kinase activity,BP,biological_process,1
hu6800,GO_BP,GO:0043508,GO:0043508,negative regulation of JUN kinase activity,BP,biological_process,4
hu6800,GO_MF,GO:0043515,GO:0043515,kinetochore binding,MF,molecular_function,2
hu6800,GO_BP,GO:0043516,GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator",BP,biological_process,1
hu6800,GO_BP,GO:0043517,GO:0043517,"positive regulation of DNA damage response, signal transduction by p53 class mediator",BP,biological_process,13
hu6800,GO_BP,GO:0043518,GO:0043518,"negative regulation of DNA damage response, signal transduction by p53 class mediator",BP,biological_process,12
hu6800,GO_MF,GO:0043522,GO:0043522,leucine zipper domain binding,MF,molecular_function,3
hu6800,GO_BP,GO:0043523,GO:0043523,regulation of neuron apoptotic process,BP,biological_process,13
hu6800,GO_BP,GO:0043524,GO:0043524,negative regulation of neuron apoptotic process,BP,biological_process,82
hu6800,GO_BP,GO:0043525,GO:0043525,positive regulation of neuron apoptotic process,BP,biological_process,54
hu6800,GO_MF,GO:0043530,GO:0043530,adenosine 5'-monophosphoramidase activity,MF,molecular_function,2
hu6800,GO_MF,GO:0043531,GO:0043531,ADP binding,MF,molecular_function,28
hu6800,GO_MF,GO:0043532,GO:0043532,angiostatin binding,MF,molecular_function,2
hu6800,GO_MF,GO:0043533,GO:0043533,"inositol 1,3,4,5 tetrakisphosphate binding",MF,molecular_function,1
hu6800,GO_BP,GO:0043534,GO:0043534,blood vessel endothelial cell migration,BP,biological_process,4
hu6800,GO_BP,GO:0043535,GO:0043535,regulation of blood vessel endothelial cell migration,BP,biological_process,7
hu6800,GO_BP,GO:0043536,GO:0043536,positive regulation of blood vessel endothelial cell migration,BP,biological_process,40
hu6800,GO_BP,GO:0043537,GO:0043537,negative regulation of blood vessel endothelial cell migration,BP,biological_process,20
hu6800,GO_MF,GO:0043539,GO:0043539,protein serine/threonine kinase activator activity,MF,molecular_function,40
hu6800,GO_BP,GO:0043542,GO:0043542,endothelial cell migration,BP,biological_process,27
hu6800,GO_MF,GO:0043546,GO:0043546,molybdopterin cofactor binding,MF,molecular_function,3
hu6800,GO_BP,GO:0043547,GO:0043547,positive regulation of GTPase activity,BP,biological_process,29
hu6800,GO_MF,GO:0043548,GO:0043548,phosphatidylinositol 3-kinase binding,MF,molecular_function,14
hu6800,GO_BP,GO:0043549,GO:0043549,regulation of kinase activity,BP,biological_process,2
hu6800,GO_BP,GO:0043550,GO:0043550,regulation of lipid kinase activity,BP,biological_process,8
hu6800,GO_BP,GO:0043555,GO:0043555,regulation of translation in response to stress,BP,biological_process,3
hu6800,GO_MF,GO:0043559,GO:0043559,insulin binding,MF,molecular_function,5
hu6800,GO_MF,GO:0043560,GO:0043560,insulin receptor substrate binding,MF,molecular_function,9
hu6800,GO_MF,GO:0043565,GO:0043565,sequence-specific DNA binding,MF,molecular_function,308
hu6800,GO_BP,GO:0043567,GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,BP,biological_process,9
hu6800,GO_BP,GO:0043568,GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,BP,biological_process,7
hu6800,GO_BP,GO:0043569,GO:0043569,negative regulation of insulin-like growth factor receptor signaling pathway,BP,biological_process,9
hu6800,GO_BP,GO:0043570,GO:0043570,maintenance of DNA repeat elements,BP,biological_process,4
hu6800,GO_BP,GO:0043576,GO:0043576,regulation of respiratory gaseous exchange,BP,biological_process,2
hu6800,GO_BP,GO:0043583,GO:0043583,ear development,BP,biological_process,4
hu6800,GO_BP,GO:0043584,GO:0043584,nose development,BP,biological_process,3
hu6800,GO_BP,GO:0043585,GO:0043585,nose morphogenesis,BP,biological_process,2
hu6800,GO_BP,GO:0043586,GO:0043586,tongue development,BP,biological_process,2
hu6800,GO_BP,GO:0043588,GO:0043588,skin development,BP,biological_process,20
hu6800,GO_BP,GO:0043589,GO:0043589,skin morphogenesis,BP,biological_process,12
hu6800,GO_BP,GO:0043602,GO:0043602,nitrate catabolic process,BP,biological_process,1
hu6800,GO_BP,GO:0043615,GO:0043615,astrocyte cell migration,BP,biological_process,5
hu6800,GO_BP,GO:0043616,GO:0043616,keratinocyte proliferation,BP,biological_process,3
hu6800,GO_BP,GO:0043622,GO:0043622,cortical microtubule organization,BP,biological_process,7
hu6800,GO_BP,GO:0043627,GO:0043627,response to estrogen,BP,biological_process,40
hu6800,GO_BP,GO:0043647,GO:0043647,inositol phosphate metabolic process,BP,biological_process,9
hu6800,GO_BP,GO:0043648,GO:0043648,dicarboxylic acid metabolic process,BP,biological_process,4
hu6800,GO_BP,GO:0043651,GO:0043651,linoleic acid metabolic process,BP,biological_process,10
hu6800,GO_BP,GO:0043652,GO:0043652,engulfment of apoptotic cell,BP,biological_process,3
hu6800,GO_BP,GO:0043653,GO:0043653,mitochondrial fragmentation involved in apoptotic process,BP,biological_process,4
hu6800,GO_BP,GO:0043654,GO:0043654,recognition of apoptotic cell,BP,biological_process,3
hu6800,GO_BP,GO:0043687,GO:0043687,post-translational protein modification,BP,biological_process,8
hu6800,GO_BP,GO:0043691,GO:0043691,reverse cholesterol transport,BP,biological_process,15
hu6800,GO_BP,GO:0043697,GO:0043697,cell dedifferentiation,BP,biological_process,2
hu6800,GO_MF,GO:0043739,GO:0043739,G/U mismatch-specific uracil-DNA glycosylase activity,MF,molecular_function,1
hu6800,GO_MF,GO:0043754,GO:0043754,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity,MF,molecular_function,3
hu6800,GO_MF,GO:0043759,GO:0043759,methylbutanoate-CoA ligase activity,MF,molecular_function,3
hu6800,GO_MF,GO:0043771,GO:0043771,cytidine kinase activity,MF,molecular_function,2
hu6800,GO_MF,GO:0043795,GO:0043795,glyceraldehyde oxidoreductase activity,MF,molecular_function,1
hu6800,GO_MF,GO:0043799,GO:0043799,glycine oxidase activity,MF,molecular_function,1
hu6800,GO_MF,GO:0043812,GO:0043812,phosphatidylinositol-4-phosphate phosphatase activity,MF,molecular_function,1
hu6800,GO_MF,GO:0043813,GO:0043813,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",MF,molecular_function,3
hu6800,GO_MF,GO:0043855,GO:0043855,cyclic nucleotide-gated ion channel activity,MF,molecular_function,2
hu6800,GO_MF,GO:0043890,GO:0043890,N-acetylgalactosamine-6-sulfatase activity,MF,molecular_function,1
hu6800,GO_MF,GO:0043896,GO:0043896,"glucan 1,6-alpha-glucosidase activity",MF,molecular_function,1
hu6800,GO_BP,GO:0043921,GO:0043921,modulation by host of viral transcription,BP,biological_process,1
hu6800,GO_BP,GO:0043922,GO:0043922,negative regulation by host of viral transcription,BP,biological_process,14
hu6800,GO_BP,GO:0043923,GO:0043923,positive regulation by host of viral transcription,BP,biological_process,12
hu6800,GO_MF,GO:0043924,GO:0043924,suramin binding,MF,molecular_function,2
hu6800,GO_BP,GO:0043931,GO:0043931,ossification involved in bone maturation,BP,biological_process,6
hu6800,GO_BP,GO:0043932,GO:0043932,ossification involved in bone remodeling,BP,biological_process,2
hu6800,GO_BP,GO:0043933,GO:0043933,protein-containing complex subunit organization,BP,biological_process,8
hu6800,GO_MF,GO:0043956,GO:0043956,3-hydroxypropionyl-CoA dehydratase activity,MF,molecular_function,1
hu6800,GO_MF,GO:0043992,GO:0043992,histone acetyltransferase activity (H3-K9 specific),MF,molecular_function,2
hu6800,GO_MF,GO:0043993,GO:0043993,histone acetyltransferase activity (H3-K18 specific),MF,molecular_function,3
hu6800,GO_MF,GO:0043995,GO:0043995,histone acetyltransferase activity (H4-K5 specific),MF,molecular_function,3
hu6800,GO_MF,GO:0043996,GO:0043996,histone acetyltransferase activity (H4-K8 specific),MF,molecular_function,3
hu6800,GO_MF,GO:0043997,GO:0043997,histone acetyltransferase activity (H4-K12 specific),MF,molecular_function,4
hu6800,GO_MF,GO:0043998,GO:0043998,H2A histone acetyltransferase activity,MF,molecular_function,1
hu6800,GO_MF,GO:0043999,GO:0043999,histone acetyltransferase activity (H2A-K5 specific),MF,molecular_function,1
hu6800,GO_MF,GO:0044013,GO:0044013,H2B histone acetyltransferase activity,MF,molecular_function,2
hu6800,GO_MF,GO:0044017,GO:0044017,histone acetyltransferase activity (H3-K27 specific),MF,molecular_function,2
hu6800,GO_MF,GO:0044020,GO:0044020,histone methyltransferase activity (H4-R3 specific),MF,molecular_function,2
hu6800,GO_BP,GO:0044027,GO:0044027,hypermethylation of CpG island,BP,biological_process,11
hu6800,GO_BP,GO:0044029,GO:0044029,hypomethylation of CpG island,BP,biological_process,5
hu6800,GO_BP,GO:0044057,GO:0044057,regulation of system process,BP,biological_process,3
hu6800,GO_BP,GO:0044065,GO:0044065,regulation of respiratory system process,BP,biological_process,1
hu6800,GO_BP,GO:0044070,GO:0044070,regulation of anion transport,BP,biological_process,3
hu6800,GO_BP,GO:0044088,GO:0044088,regulation of vacuole organization,BP,biological_process,1
hu6800,GO_BP,GO:0044089,GO:0044089,positive regulation of cellular component biogenesis,BP,biological_process,3
hu6800,GO_BP,GO:0044090,GO:0044090,positive regulation of vacuole organization,BP,biological_process,2
hu6800,GO_BP,GO:0044111,GO:0044111,formation of structure involved in a symbiotic process,BP,biological_process,1
hu6800,GO_MF,GO:0044183,GO:0044183,protein folding chaperone,MF,molecular_function,34
hu6800,GO_BP,GO:0044205,GO:0044205,'de novo' UMP biosynthetic process,BP,biological_process,3
hu6800,GO_BP,GO:0044206,GO:0044206,UMP salvage,BP,biological_process,3
hu6800,GO_BP,GO:0044208,GO:0044208,'de novo' AMP biosynthetic process,BP,biological_process,6
hu6800,GO_BP,GO:0044209,GO:0044209,AMP salvage,BP,biological_process,4
hu6800,GO_BP,GO:0044210,GO:0044210,'de novo' CTP biosynthetic process,BP,biological_process,1
hu6800,GO_BP,GO:0044211,GO:0044211,CTP salvage,BP,biological_process,1
hu6800,GO_BP,GO:0044241,GO:0044241,lipid digestion,BP,biological_process,1
hu6800,GO_BP,GO:0044245,GO:0044245,polysaccharide digestion,BP,biological_process,2
hu6800,GO_BP,GO:0044272,GO:0044272,sulfur compound biosynthetic process,BP,biological_process,2
hu6800,GO_BP,GO:0044281,GO:0044281,small molecule metabolic process,BP,biological_process,7
hu6800,GO_BP,GO:0044283,GO:0044283,small molecule biosynthetic process,BP,biological_process,3
hu6800,GO_BP,GO:0044313,GO:0044313,protein K6-linked deubiquitination,BP,biological_process,1
hu6800,GO_BP,GO:0044314,GO:0044314,protein K27-linked ubiquitination,BP,biological_process,3
hu6800,GO_BP,GO:0044319,GO:0044319,"wound healing, spreading of cells",BP,biological_process,8
hu6800,GO_BP,GO:0044320,GO:0044320,cellular response to leptin stimulus,BP,biological_process,11
hu6800,GO_BP,GO:0044321,GO:0044321,response to leptin,BP,biological_process,7
hu6800,GO_MF,GO:0044323,GO:0044323,retinoic acid-responsive element binding,MF,molecular_function,6
hu6800,GO_MF,GO:0044325,GO:0044325,ion channel binding,MF,molecular_function,100
hu6800,GO_BP,GO:0044331,GO:0044331,cell-cell adhesion mediated by cadherin,BP,biological_process,18
hu6800,GO_BP,GO:0044341,GO:0044341,sodium-dependent phosphate transport,BP,biological_process,5
hu6800,GO_BP,GO:0044342,GO:0044342,type B pancreatic cell proliferation,BP,biological_process,4
hu6800,GO_BP,GO:0044344,GO:0044344,cellular response to fibroblast growth factor stimulus,BP,biological_process,30
