chip,gene_set_mode,gene_set_id,gene_set_normalized,gene_set_name,go_ontology,root_node,n_probes
hu35ksuba,GO_MF,GO:0000009,GO:0000009,"alpha-1,6-mannosyltransferase activity",MF,molecular_function,2
hu35ksuba,GO_BP,GO:0000012,GO:0000012,single strand break repair,BP,biological_process,4
hu35ksuba,GO_MF,GO:0000014,GO:0000014,single-stranded DNA endodeoxyribonuclease activity,MF,molecular_function,5
hu35ksuba,GO_BP,GO:0000018,GO:0000018,regulation of DNA recombination,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000022,GO:0000022,mitotic spindle elongation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000027,GO:0000027,ribosomal large subunit assembly,BP,biological_process,8
hu35ksuba,GO_BP,GO:0000028,GO:0000028,ribosomal small subunit assembly,BP,biological_process,3
hu35ksuba,GO_MF,GO:0000030,GO:0000030,mannosyltransferase activity,MF,molecular_function,13
hu35ksuba,GO_MF,GO:0000033,GO:0000033,"alpha-1,3-mannosyltransferase activity",MF,molecular_function,2
hu35ksuba,GO_MF,GO:0000035,GO:0000035,acyl binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000036,GO:0000036,acyl carrier activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0000038,GO:0000038,very long-chain fatty acid metabolic process,BP,biological_process,4
hu35ksuba,GO_BP,GO:0000045,GO:0000045,autophagosome assembly,BP,biological_process,49
hu35ksuba,GO_MF,GO:0000048,GO:0000048,peptidyltransferase activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000049,GO:0000049,tRNA binding,MF,molecular_function,45
hu35ksuba,GO_BP,GO:0000050,GO:0000050,urea cycle,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000054,GO:0000054,ribosomal subunit export from nucleus,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000055,GO:0000055,ribosomal large subunit export from nucleus,BP,biological_process,3
hu35ksuba,GO_BP,GO:0000056,GO:0000056,ribosomal small subunit export from nucleus,BP,biological_process,2
hu35ksuba,GO_MF,GO:0000062,GO:0000062,fatty-acyl-CoA binding,MF,molecular_function,5
hu35ksuba,GO_MF,GO:0000064,GO:0000064,L-ornithine transmembrane transporter activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0000070,GO:0000070,mitotic sister chromatid segregation,BP,biological_process,15
hu35ksuba,GO_BP,GO:0000076,GO:0000076,DNA replication checkpoint signaling,BP,biological_process,3
hu35ksuba,GO_BP,GO:0000077,GO:0000077,DNA damage checkpoint signaling,BP,biological_process,25
hu35ksuba,GO_BP,GO:0000079,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,BP,biological_process,8
hu35ksuba,GO_BP,GO:0000082,GO:0000082,G1/S transition of mitotic cell cycle,BP,biological_process,31
hu35ksuba,GO_BP,GO:0000086,GO:0000086,G2/M transition of mitotic cell cycle,BP,biological_process,18
hu35ksuba,GO_MF,GO:0000095,GO:0000095,S-adenosyl-L-methionine transmembrane transporter activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0000096,GO:0000096,sulfur amino acid metabolic process,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000098,GO:0000098,sulfur amino acid catabolic process,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000103,GO:0000103,sulfate assimilation,BP,biological_process,1
hu35ksuba,GO_MF,GO:0000121,GO:0000121,glycerol-1-phosphatase activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0000122,GO:0000122,negative regulation of transcription by RNA polymerase II,BP,biological_process,478
hu35ksuba,GO_BP,GO:0000132,GO:0000132,establishment of mitotic spindle orientation,BP,biological_process,13
hu35ksuba,GO_MF,GO:0000140,GO:0000140,acylglycerone-phosphate reductase activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000146,GO:0000146,microfilament motor activity,MF,molecular_function,13
hu35ksuba,GO_MF,GO:0000149,GO:0000149,SNARE binding,MF,molecular_function,38
hu35ksuba,GO_BP,GO:0000154,GO:0000154,rRNA modification,BP,biological_process,5
hu35ksuba,GO_BP,GO:0000165,GO:0000165,MAPK cascade,BP,biological_process,59
hu35ksuba,GO_MF,GO:0000166,GO:0000166,nucleotide binding,MF,molecular_function,877
hu35ksuba,GO_MF,GO:0000175,GO:0000175,3'-5'-exoribonuclease activity,MF,molecular_function,20
hu35ksuba,GO_MF,GO:0000179,GO:0000179,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",MF,molecular_function,4
hu35ksuba,GO_MF,GO:0000182,GO:0000182,rDNA binding,MF,molecular_function,3
hu35ksuba,GO_BP,GO:0000183,GO:0000183,rDNA heterochromatin assembly,BP,biological_process,6
hu35ksuba,GO_BP,GO:0000184,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",BP,biological_process,23
hu35ksuba,GO_BP,GO:0000209,GO:0000209,protein polyubiquitination,BP,biological_process,100
hu35ksuba,GO_MF,GO:0000210,GO:0000210,NAD+ diphosphatase activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0000212,GO:0000212,meiotic spindle organization,BP,biological_process,1
hu35ksuba,GO_MF,GO:0000213,GO:0000213,tRNA-intron endonuclease activity,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0000215,GO:0000215,tRNA 2'-phosphotransferase activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000217,GO:0000217,DNA secondary structure binding,MF,molecular_function,2
hu35ksuba,GO_BP,GO:0000226,GO:0000226,microtubule cytoskeleton organization,BP,biological_process,79
hu35ksuba,GO_BP,GO:0000244,GO:0000244,spliceosomal tri-snRNP complex assembly,BP,biological_process,36
hu35ksuba,GO_BP,GO:0000245,GO:0000245,spliceosomal complex assembly,BP,biological_process,25
hu35ksuba,GO_MF,GO:0000248,GO:0000248,C-5 sterol desaturase activity,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0000250,GO:0000250,lanosterol synthase activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000253,GO:0000253,3-keto sterol reductase activity,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0000254,GO:0000254,C-4 methylsterol oxidase activity,MF,molecular_function,2
hu35ksuba,GO_BP,GO:0000255,GO:0000255,allantoin metabolic process,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000266,GO:0000266,mitochondrial fission,BP,biological_process,8
hu35ksuba,GO_BP,GO:0000278,GO:0000278,mitotic cell cycle,BP,biological_process,64
hu35ksuba,GO_BP,GO:0000280,GO:0000280,nuclear division,BP,biological_process,3
hu35ksuba,GO_BP,GO:0000281,GO:0000281,mitotic cytokinesis,BP,biological_process,38
hu35ksuba,GO_MF,GO:0000285,GO:0000285,1-phosphatidylinositol-3-phosphate 5-kinase activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000287,GO:0000287,magnesium ion binding,MF,molecular_function,124
hu35ksuba,GO_BP,GO:0000288,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",BP,biological_process,17
hu35ksuba,GO_BP,GO:0000289,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,BP,biological_process,21
hu35ksuba,GO_BP,GO:0000290,GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,BP,biological_process,20
hu35ksuba,GO_MF,GO:0000295,GO:0000295,adenine nucleotide transmembrane transporter activity,MF,molecular_function,3
hu35ksuba,GO_BP,GO:0000296,GO:0000296,spermine transport,BP,biological_process,2
hu35ksuba,GO_MF,GO:0000297,GO:0000297,spermine transmembrane transporter activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000298,GO:0000298,endopolyphosphatase activity,MF,molecular_function,8
hu35ksuba,GO_BP,GO:0000301,GO:0000301,"retrograde transport, vesicle recycling within Golgi",BP,biological_process,5
hu35ksuba,GO_BP,GO:0000302,GO:0000302,response to reactive oxygen species,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000303,GO:0000303,response to superoxide,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000305,GO:0000305,response to oxygen radical,BP,biological_process,1
hu35ksuba,GO_MF,GO:0000309,GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0000334,GO:0000334,"3-hydroxyanthranilate 3,4-dioxygenase activity",MF,molecular_function,1
hu35ksuba,GO_BP,GO:0000338,GO:0000338,protein deneddylation,BP,biological_process,9
hu35ksuba,GO_MF,GO:0000339,GO:0000339,RNA cap binding,MF,molecular_function,9
hu35ksuba,GO_MF,GO:0000340,GO:0000340,RNA 7-methylguanosine cap binding,MF,molecular_function,12
hu35ksuba,GO_BP,GO:0000350,GO:0000350,generation of catalytic spliceosome for second transesterification step,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000354,GO:0000354,cis assembly of pre-catalytic spliceosome,BP,biological_process,3
hu35ksuba,GO_BP,GO:0000375,GO:0000375,"RNA splicing, via transesterification reactions",BP,biological_process,24
hu35ksuba,GO_BP,GO:0000379,GO:0000379,tRNA-type intron splice site recognition and cleavage,BP,biological_process,5
hu35ksuba,GO_BP,GO:0000380,GO:0000380,"alternative mRNA splicing, via spliceosome",BP,biological_process,17
hu35ksuba,GO_BP,GO:0000381,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",BP,biological_process,56
hu35ksuba,GO_MF,GO:0000386,GO:0000386,second spliceosomal transesterification activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0000387,GO:0000387,spliceosomal snRNP assembly,BP,biological_process,52
hu35ksuba,GO_BP,GO:0000388,GO:0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11),BP,biological_process,27
hu35ksuba,GO_BP,GO:0000390,GO:0000390,spliceosomal complex disassembly,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000394,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",BP,biological_process,3
hu35ksuba,GO_BP,GO:0000395,GO:0000395,mRNA 5'-splice site recognition,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000398,GO:0000398,"mRNA splicing, via spliceosome",BP,biological_process,136
hu35ksuba,GO_MF,GO:0000400,GO:0000400,four-way junction DNA binding,MF,molecular_function,10
hu35ksuba,GO_MF,GO:0000405,GO:0000405,bubble DNA binding,MF,molecular_function,3
hu35ksuba,GO_BP,GO:0000413,GO:0000413,protein peptidyl-prolyl isomerization,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000422,GO:0000422,autophagy of mitochondrion,BP,biological_process,13
hu35ksuba,GO_BP,GO:0000423,GO:0000423,mitophagy,BP,biological_process,31
hu35ksuba,GO_BP,GO:0000425,GO:0000425,pexophagy,BP,biological_process,7
hu35ksuba,GO_BP,GO:0000430,GO:0000430,regulation of transcription from RNA polymerase II promoter by glucose,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000447,GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,5
hu35ksuba,GO_BP,GO:0000448,GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,5
hu35ksuba,GO_BP,GO:0000451,GO:0000451,rRNA 2'-O-methylation,BP,biological_process,7
hu35ksuba,GO_BP,GO:0000454,GO:0000454,snoRNA guided rRNA pseudouridine synthesis,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000455,GO:0000455,enzyme-directed rRNA pseudouridine synthesis,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000460,GO:0000460,maturation of 5.8S rRNA,BP,biological_process,9
hu35ksuba,GO_BP,GO:0000461,GO:0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,1
hu35ksuba,GO_BP,GO:0000462,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,8
hu35ksuba,GO_BP,GO:0000463,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,6
hu35ksuba,GO_BP,GO:0000466,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,2
hu35ksuba,GO_BP,GO:0000467,GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,7
hu35ksuba,GO_BP,GO:0000470,GO:0000470,maturation of LSU-rRNA,BP,biological_process,11
hu35ksuba,GO_BP,GO:0000472,GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,4
hu35ksuba,GO_BP,GO:0000479,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,1
hu35ksuba,GO_BP,GO:0000480,GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,biological_process,4
hu35ksuba,GO_BP,GO:0000481,GO:0000481,maturation of 5S rRNA,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000492,GO:0000492,box C/D snoRNP assembly,BP,biological_process,8
hu35ksuba,GO_BP,GO:0000494,GO:0000494,box C/D RNA 3'-end processing,BP,biological_process,2
hu35ksuba,GO_MF,GO:0000511,GO:0000511,GO:0000511,MF,NA,1
hu35ksuba,GO_BP,GO:0000512,GO:0000512,GO:0000512,BP,NA,4
hu35ksuba,GO_MF,GO:0000514,GO:0000514,GO:0000514,MF,NA,2
hu35ksuba,GO_MF,GO:0000515,GO:0000515,GO:0000515,MF,NA,2
hu35ksuba,GO_BP,GO:0000578,GO:0000578,embryonic axis specification,BP,biological_process,3
hu35ksuba,GO_MF,GO:0000703,GO:0000703,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0000712,GO:0000712,resolution of meiotic recombination intermediates,BP,biological_process,4
hu35ksuba,GO_BP,GO:0000722,GO:0000722,telomere maintenance via recombination,BP,biological_process,3
hu35ksuba,GO_BP,GO:0000723,GO:0000723,telomere maintenance,BP,biological_process,38
hu35ksuba,GO_BP,GO:0000724,GO:0000724,double-strand break repair via homologous recombination,BP,biological_process,61
hu35ksuba,GO_BP,GO:0000727,GO:0000727,double-strand break repair via break-induced replication,BP,biological_process,4
hu35ksuba,GO_BP,GO:0000729,GO:0000729,DNA double-strand break processing,BP,biological_process,6
hu35ksuba,GO_BP,GO:0000730,GO:0000730,DNA recombinase assembly,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000731,GO:0000731,DNA synthesis involved in DNA repair,BP,biological_process,3
hu35ksuba,GO_MF,GO:0000773,GO:0000773,phosphatidyl-N-methylethanolamine N-methyltransferase activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000774,GO:0000774,adenyl-nucleotide exchange factor activity,MF,molecular_function,6
hu35ksuba,GO_MF,GO:0000810,GO:0000810,diacylglycerol diphosphate phosphatase activity,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0000822,GO:0000822,inositol hexakisphosphate binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000827,GO:0000827,"inositol-1,3,4,5,6-pentakisphosphate kinase activity",MF,molecular_function,3
hu35ksuba,GO_MF,GO:0000828,GO:0000828,inositol hexakisphosphate kinase activity,MF,molecular_function,3
hu35ksuba,GO_MF,GO:0000829,GO:0000829,inositol heptakisphosphate kinase activity,MF,molecular_function,3
hu35ksuba,GO_MF,GO:0000832,GO:0000832,inositol hexakisphosphate 5-kinase activity,MF,molecular_function,3
hu35ksuba,GO_MF,GO:0000900,GO:0000900,"translation repressor activity, mRNA regulatory element binding",MF,molecular_function,11
hu35ksuba,GO_BP,GO:0000902,GO:0000902,cell morphogenesis,BP,biological_process,28
hu35ksuba,GO_BP,GO:0000915,GO:0000915,actomyosin contractile ring assembly,BP,biological_process,4
hu35ksuba,GO_BP,GO:0000916,GO:0000916,actomyosin contractile ring contraction,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000956,GO:0000956,nuclear-transcribed mRNA catabolic process,BP,biological_process,17
hu35ksuba,GO_BP,GO:0000957,GO:0000957,mitochondrial RNA catabolic process,BP,biological_process,3
hu35ksuba,GO_BP,GO:0000958,GO:0000958,mitochondrial mRNA catabolic process,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000959,GO:0000959,mitochondrial RNA metabolic process,BP,biological_process,2
hu35ksuba,GO_BP,GO:0000962,GO:0000962,positive regulation of mitochondrial RNA catabolic process,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000963,GO:0000963,mitochondrial RNA processing,BP,biological_process,5
hu35ksuba,GO_BP,GO:0000964,GO:0000964,mitochondrial RNA 5'-end processing,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000965,GO:0000965,mitochondrial RNA 3'-end processing,BP,biological_process,1
hu35ksuba,GO_BP,GO:0000968,GO:0000968,tRNA exon ligation,BP,biological_process,3
hu35ksuba,GO_BP,GO:0000972,GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,BP,biological_process,4
hu35ksuba,GO_MF,GO:0000976,GO:0000976,transcription cis-regulatory region binding,MF,molecular_function,159
hu35ksuba,GO_MF,GO:0000977,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,MF,molecular_function,132
hu35ksuba,GO_MF,GO:0000978,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,MF,molecular_function,421
hu35ksuba,GO_MF,GO:0000979,GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,MF,molecular_function,13
hu35ksuba,GO_MF,GO:0000981,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,molecular_function,433
hu35ksuba,GO_MF,GO:0000987,GO:0000987,cis-regulatory region sequence-specific DNA binding,MF,molecular_function,42
hu35ksuba,GO_MF,GO:0000993,GO:0000993,RNA polymerase II complex binding,MF,molecular_function,30
hu35ksuba,GO_MF,GO:0000994,GO:0000994,RNA polymerase III core binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0000995,GO:0000995,RNA polymerase III general transcription initiation factor activity,MF,molecular_function,5
hu35ksuba,GO_MF,GO:0001002,GO:0001002,RNA polymerase III type 1 promoter sequence-specific DNA binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001003,GO:0001003,RNA polymerase III type 2 promoter sequence-specific DNA binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001006,GO:0001006,RNA polymerase III type 3 promoter sequence-specific DNA binding,MF,molecular_function,4
hu35ksuba,GO_MF,GO:0001010,GO:0001010,RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001016,GO:0001016,RNA polymerase III transcription regulatory region sequence-specific DNA binding,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0001042,GO:0001042,RNA polymerase I core binding,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0001046,GO:0001046,core promoter sequence-specific DNA binding,MF,molecular_function,7
hu35ksuba,GO_MF,GO:0001067,GO:0001067,transcription regulatory region nucleic acid binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001091,GO:0001091,RNA polymerase II general transcription initiation factor binding,MF,molecular_function,3
hu35ksuba,GO_MF,GO:0001093,GO:0001093,TFIIB-class transcription factor binding,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0001094,GO:0001094,TFIID-class transcription factor complex binding,MF,molecular_function,8
hu35ksuba,GO_MF,GO:0001096,GO:0001096,TFIIF-class transcription factor complex binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001097,GO:0001097,TFIIH-class transcription factor complex binding,MF,molecular_function,2
hu35ksuba,GO_BP,GO:0001100,GO:0001100,negative regulation of exit from mitosis,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001111,GO:0001111,promoter clearance from RNA polymerase II promoter,BP,biological_process,7
hu35ksuba,GO_BP,GO:0001117,GO:0001117,protein-DNA-RNA complex disassembly,BP,biological_process,1
hu35ksuba,GO_MF,GO:0001147,GO:0001147,transcription termination site sequence-specific DNA binding,MF,molecular_function,3
hu35ksuba,GO_MF,GO:0001161,GO:0001161,intronic transcription regulatory region sequence-specific DNA binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001162,GO:0001162,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0001164,GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,MF,molecular_function,4
hu35ksuba,GO_BP,GO:0001178,GO:0001178,regulation of transcriptional start site selection at RNA polymerase II promoter,BP,biological_process,2
hu35ksuba,GO_MF,GO:0001179,GO:0001179,RNA polymerase I general transcription initiation factor binding,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001181,GO:0001181,RNA polymerase I general transcription initiation factor activity,MF,molecular_function,4
hu35ksuba,GO_BP,GO:0001188,GO:0001188,RNA polymerase I preinitiation complex assembly,BP,biological_process,5
hu35ksuba,GO_MF,GO:0001216,GO:0001216,DNA-binding transcription activator activity,MF,molecular_function,4
hu35ksuba,GO_MF,GO:0001217,GO:0001217,DNA-binding transcription repressor activity,MF,molecular_function,13
hu35ksuba,GO_MF,GO:0001221,GO:0001221,transcription coregulator binding,MF,molecular_function,25
hu35ksuba,GO_MF,GO:0001222,GO:0001222,transcription corepressor binding,MF,molecular_function,35
hu35ksuba,GO_MF,GO:0001223,GO:0001223,transcription coactivator binding,MF,molecular_function,29
hu35ksuba,GO_MF,GO:0001227,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",MF,molecular_function,147
hu35ksuba,GO_MF,GO:0001228,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",MF,molecular_function,201
hu35ksuba,GO_BP,GO:0001501,GO:0001501,skeletal system development,BP,biological_process,39
hu35ksuba,GO_BP,GO:0001502,GO:0001502,cartilage condensation,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001503,GO:0001503,ossification,BP,biological_process,31
hu35ksuba,GO_BP,GO:0001504,GO:0001504,neurotransmitter uptake,BP,biological_process,5
hu35ksuba,GO_BP,GO:0001508,GO:0001508,action potential,BP,biological_process,11
hu35ksuba,GO_BP,GO:0001510,GO:0001510,RNA methylation,BP,biological_process,22
hu35ksuba,GO_BP,GO:0001514,GO:0001514,selenocysteine incorporation,BP,biological_process,6
hu35ksuba,GO_MF,GO:0001515,GO:0001515,opioid peptide activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001516,GO:0001516,prostaglandin biosynthetic process,BP,biological_process,7
hu35ksuba,GO_MF,GO:0001517,GO:0001517,N-acetylglucosamine 6-O-sulfotransferase activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001522,GO:0001522,pseudouridine synthesis,BP,biological_process,9
hu35ksuba,GO_BP,GO:0001523,GO:0001523,retinoid metabolic process,BP,biological_process,15
hu35ksuba,GO_BP,GO:0001525,GO:0001525,angiogenesis,BP,biological_process,118
hu35ksuba,GO_MF,GO:0001530,GO:0001530,lipopolysaccharide binding,MF,molecular_function,10
hu35ksuba,GO_MF,GO:0001537,GO:0001537,N-acetylgalactosamine 4-O-sulfotransferase activity,MF,molecular_function,2
hu35ksuba,GO_MF,GO:0001540,GO:0001540,amyloid-beta binding,MF,molecular_function,38
hu35ksuba,GO_BP,GO:0001541,GO:0001541,ovarian follicle development,BP,biological_process,8
hu35ksuba,GO_BP,GO:0001545,GO:0001545,primary ovarian follicle growth,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001546,GO:0001546,preantral ovarian follicle growth,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001550,GO:0001550,ovarian cumulus expansion,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001553,GO:0001553,luteinization,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001554,GO:0001554,luteolysis,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001556,GO:0001556,oocyte maturation,BP,biological_process,7
hu35ksuba,GO_BP,GO:0001558,GO:0001558,regulation of cell growth,BP,biological_process,48
hu35ksuba,GO_BP,GO:0001561,GO:0001561,fatty acid alpha-oxidation,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001568,GO:0001568,blood vessel development,BP,biological_process,12
hu35ksuba,GO_BP,GO:0001569,GO:0001569,branching involved in blood vessel morphogenesis,BP,biological_process,10
hu35ksuba,GO_BP,GO:0001570,GO:0001570,vasculogenesis,BP,biological_process,11
hu35ksuba,GO_BP,GO:0001572,GO:0001572,lactosylceramide biosynthetic process,BP,biological_process,2
hu35ksuba,GO_BP,GO:0001574,GO:0001574,ganglioside biosynthetic process,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001576,GO:0001576,globoside biosynthetic process,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001578,GO:0001578,microtubule bundle formation,BP,biological_process,18
hu35ksuba,GO_BP,GO:0001579,GO:0001579,medium-chain fatty acid transport,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001580,GO:0001580,detection of chemical stimulus involved in sensory perception of bitter taste,BP,biological_process,2
hu35ksuba,GO_MF,GO:0001587,GO:0001587,Gq/11-coupled serotonin receptor activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001591,GO:0001591,"dopamine neurotransmitter receptor activity, coupled via Gi/Go",MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001595,GO:0001595,angiotensin receptor activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001605,GO:0001605,adrenomedullin receptor activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001614,GO:0001614,purinergic nucleotide receptor activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001618,GO:0001618,virus receptor activity,MF,molecular_function,33
hu35ksuba,GO_MF,GO:0001632,GO:0001632,leukotriene B4 receptor activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001635,GO:0001635,calcitonin gene-related peptide receptor activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001642,GO:0001642,group III metabotropic glutamate receptor activity,MF,molecular_function,1
hu35ksuba,GO_MF,GO:0001648,GO:0001648,proteinase activated receptor activity,MF,molecular_function,1
hu35ksuba,GO_BP,GO:0001649,GO:0001649,osteoblast differentiation,BP,biological_process,63
hu35ksuba,GO_BP,GO:0001654,GO:0001654,eye development,BP,biological_process,23
hu35ksuba,GO_BP,GO:0001655,GO:0001655,urogenital system development,BP,biological_process,1
hu35ksuba,GO_BP,GO:0001656,GO:0001656,metanephros development,BP,biological_process,7
hu35ksuba,GO_BP,GO:0001657,GO:0001657,ureteric bud development,BP,biological_process,20
hu35ksuba,GO_BP,GO:0001658,GO:0001658,branching involved in ureteric bud morphogenesis,BP,biological_process,8
hu35ksuba,GO_BP,GO:0001659,GO:0001659,temperature homeostasis,BP,biological_process,4
hu35ksuba,GO_BP,GO:0001662,GO:0001662,behavioral fear response,BP,biological_process,4
hu35ksuba,GO_MF,GO:0001664,GO:0001664,G protein-coupled receptor binding,MF,molecular_function,24
hu35ksuba,GO_MF,GO:0001665,GO:0001665,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity",MF,molecular_function,2
hu35ksuba,GO_BP,GO:0001666,GO:0001666,response to hypoxia,BP,biological_process,56
hu35ksuba,GO_MF,GO:0001671,GO:0001671,ATPase activator activity,MF,molecular_function,12
