ontology,go_id,go_name,root_node,n_chips,total_probe_memberships
BP,GO:0006278,RNA-dependent DNA biosynthetic process,biological_process,1,5
BP,GO:0006281,DNA repair,biological_process,2,412
BP,GO:0006282,regulation of DNA repair,biological_process,2,72
BP,GO:0006283,transcription-coupled nucleotide-excision repair,biological_process,2,10
BP,GO:0006284,base-excision repair,biological_process,2,45
BP,GO:0006287,"base-excision repair, gap-filling",biological_process,2,13
BP,GO:0006289,nucleotide-excision repair,biological_process,2,49
BP,GO:0006298,mismatch repair,biological_process,2,31
BP,GO:0006301,postreplication repair,biological_process,2,13
BP,GO:0006302,double-strand break repair,biological_process,2,82
BP,GO:0006303,double-strand break repair via nonhomologous end joining,biological_process,2,42
BP,GO:0006307,DNA dealkylation involved in DNA repair,biological_process,2,15
BP,GO:0006308,DNA catabolic process,biological_process,2,14
BP,GO:0006310,DNA recombination,biological_process,2,101
BP,GO:0006312,mitotic recombination,biological_process,1,10
BP,GO:0006325,chromatin organization,biological_process,2,462
BP,GO:0006334,nucleosome assembly,biological_process,2,82
BP,GO:0006335,DNA replication-dependent nucleosome assembly,biological_process,1,7
BP,GO:0006337,nucleosome disassembly,biological_process,1,13
BP,GO:0006338,chromatin remodeling,biological_process,2,424
BP,GO:0006346,DNA methylation-dependent heterochromatin assembly,biological_process,1,6
BP,GO:0006351,"transcription, DNA-templated",biological_process,2,111
BP,GO:0006352,"DNA-templated transcription, initiation",biological_process,2,26
BP,GO:0006353,"DNA-templated transcription, termination",biological_process,2,17
BP,GO:0006354,"DNA-templated transcription, elongation",biological_process,1,8
BP,GO:0006355,"regulation of transcription, DNA-templated",biological_process,2,1240
BP,GO:0006357,regulation of transcription by RNA polymerase II,biological_process,2,1233
BP,GO:0006359,regulation of transcription by RNA polymerase III,biological_process,1,5
BP,GO:0006360,transcription by RNA polymerase I,biological_process,1,10
BP,GO:0006361,transcription initiation from RNA polymerase I promoter,biological_process,2,21
BP,GO:0006362,transcription elongation from RNA polymerase I promoter,biological_process,2,10
BP,GO:0006363,termination of RNA polymerase I transcription,biological_process,2,13
BP,GO:0006364,rRNA processing,biological_process,2,148
BP,GO:0006366,transcription by RNA polymerase II,biological_process,2,148
BP,GO:0006367,transcription initiation from RNA polymerase II promoter,biological_process,2,61
BP,GO:0006368,transcription elongation from RNA polymerase II promoter,biological_process,2,49
BP,GO:0006369,termination of RNA polymerase II transcription,biological_process,1,6
BP,GO:0006370,7-methylguanosine mRNA capping,biological_process,1,5
BP,GO:0006376,mRNA splice site selection,biological_process,2,29
BP,GO:0006383,transcription by RNA polymerase III,biological_process,2,34
BP,GO:0006384,transcription initiation from RNA polymerase III promoter,biological_process,2,23
BP,GO:0006386,termination of RNA polymerase III transcription,biological_process,2,17
BP,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",biological_process,1,13
BP,GO:0006390,mitochondrial transcription,biological_process,2,12
BP,GO:0006396,RNA processing,biological_process,2,162
BP,GO:0006397,mRNA processing,biological_process,2,465
BP,GO:0006400,tRNA modification,biological_process,2,20
BP,GO:0006401,RNA catabolic process,biological_process,2,41
BP,GO:0006402,mRNA catabolic process,biological_process,2,32
BP,GO:0006405,RNA export from nucleus,biological_process,2,27
BP,GO:0006406,mRNA export from nucleus,biological_process,2,71
BP,GO:0006412,translation,biological_process,2,308
BP,GO:0006413,translational initiation,biological_process,2,75
BP,GO:0006414,translational elongation,biological_process,2,23
BP,GO:0006415,translational termination,biological_process,1,5
BP,GO:0006417,regulation of translation,biological_process,2,204
BP,GO:0006418,tRNA aminoacylation for protein translation,biological_process,2,41
BP,GO:0006446,regulation of translational initiation,biological_process,2,49
BP,GO:0006449,regulation of translational termination,biological_process,2,10
BP,GO:0006457,protein folding,biological_process,2,180
BP,GO:0006468,protein phosphorylation,biological_process,2,260
BP,GO:0006469,negative regulation of protein kinase activity,biological_process,2,24
BP,GO:0006470,protein dephosphorylation,biological_process,2,81
BP,GO:0006473,protein acetylation,biological_process,1,9
BP,GO:0006476,protein deacetylation,biological_process,1,6
BP,GO:0006479,protein methylation,biological_process,2,16
BP,GO:0006487,protein N-linked glycosylation,biological_process,2,72
BP,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,1,11
BP,GO:0006491,N-glycan processing,biological_process,2,15
BP,GO:0006493,protein O-linked glycosylation,biological_process,2,44
BP,GO:0006506,GPI anchor biosynthetic process,biological_process,2,23
BP,GO:0006508,proteolysis,biological_process,2,489
BP,GO:0006509,membrane protein ectodomain proteolysis,biological_process,2,35
BP,GO:0006511,ubiquitin-dependent protein catabolic process,biological_process,2,255
BP,GO:0006513,protein monoubiquitination,biological_process,2,41
BP,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,biological_process,2,24
BP,GO:0006516,glycoprotein catabolic process,biological_process,1,6
BP,GO:0006518,peptide metabolic process,biological_process,2,13
BP,GO:0006520,cellular amino acid metabolic process,biological_process,2,28
BP,GO:0006525,arginine metabolic process,biological_process,1,5
BP,GO:0006527,arginine catabolic process,biological_process,1,7
BP,GO:0006536,glutamate metabolic process,biological_process,2,17
BP,GO:0006541,glutamine metabolic process,biological_process,1,6
BP,GO:0006550,isoleucine catabolic process,biological_process,1,5
BP,GO:0006559,L-phenylalanine catabolic process,biological_process,1,6
BP,GO:0006563,L-serine metabolic process,biological_process,2,10
BP,GO:0006565,L-serine catabolic process,biological_process,1,5
BP,GO:0006569,tryptophan catabolic process,biological_process,1,5
BP,GO:0006572,tyrosine catabolic process,biological_process,1,5
BP,GO:0006574,valine catabolic process,biological_process,1,5
BP,GO:0006584,catecholamine metabolic process,biological_process,1,8
BP,GO:0006590,thyroid hormone generation,biological_process,1,6
BP,GO:0006595,polyamine metabolic process,biological_process,1,5
BP,GO:0006596,polyamine biosynthetic process,biological_process,2,14
BP,GO:0006597,spermine biosynthetic process,biological_process,1,5
BP,GO:0006600,creatine metabolic process,biological_process,1,5
BP,GO:0006605,protein targeting,biological_process,2,32
BP,GO:0006606,protein import into nucleus,biological_process,2,100
BP,GO:0006607,NLS-bearing protein import into nucleus,biological_process,2,25
BP,GO:0006611,protein export from nucleus,biological_process,2,25
BP,GO:0006612,protein targeting to membrane,biological_process,2,32
BP,GO:0006613,cotranslational protein targeting to membrane,biological_process,2,14
BP,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,biological_process,2,13
BP,GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",biological_process,1,5
BP,GO:0006617,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",biological_process,1,6
BP,GO:0006620,posttranslational protein targeting to endoplasmic reticulum membrane,biological_process,1,7
BP,GO:0006621,protein retention in ER lumen,biological_process,1,5
BP,GO:0006622,protein targeting to lysosome,biological_process,2,28
BP,GO:0006623,protein targeting to vacuole,biological_process,1,7
BP,GO:0006625,protein targeting to peroxisome,biological_process,2,12
BP,GO:0006629,lipid metabolic process,biological_process,2,714
BP,GO:0006631,fatty acid metabolic process,biological_process,2,185
BP,GO:0006633,fatty acid biosynthetic process,biological_process,2,79
BP,GO:0006635,fatty acid beta-oxidation,biological_process,2,51
BP,GO:0006636,unsaturated fatty acid biosynthetic process,biological_process,1,9
BP,GO:0006637,acyl-CoA metabolic process,biological_process,2,15
BP,GO:0006641,triglyceride metabolic process,biological_process,2,23
BP,GO:0006644,phospholipid metabolic process,biological_process,2,43
BP,GO:0006649,phospholipid transfer to membrane,biological_process,1,5
BP,GO:0006650,glycerophospholipid metabolic process,biological_process,1,6
BP,GO:0006654,phosphatidic acid biosynthetic process,biological_process,2,24
BP,GO:0006656,phosphatidylcholine biosynthetic process,biological_process,2,21
BP,GO:0006661,phosphatidylinositol biosynthetic process,biological_process,2,55
BP,GO:0006663,platelet activating factor biosynthetic process,biological_process,1,6
BP,GO:0006665,sphingolipid metabolic process,biological_process,2,55
BP,GO:0006672,ceramide metabolic process,biological_process,2,19
BP,GO:0006686,sphingomyelin biosynthetic process,biological_process,1,15
BP,GO:0006688,glycosphingolipid biosynthetic process,biological_process,2,25
BP,GO:0006689,ganglioside catabolic process,biological_process,1,5
BP,GO:0006690,icosanoid metabolic process,biological_process,1,7
BP,GO:0006691,leukotriene metabolic process,biological_process,2,21
BP,GO:0006693,prostaglandin metabolic process,biological_process,2,31
BP,GO:0006694,steroid biosynthetic process,biological_process,2,79
BP,GO:0006695,cholesterol biosynthetic process,biological_process,2,40
BP,GO:0006699,bile acid biosynthetic process,biological_process,2,21
BP,GO:0006700,C21-steroid hormone biosynthetic process,biological_process,1,8
BP,GO:0006702,androgen biosynthetic process,biological_process,2,14
BP,GO:0006703,estrogen biosynthetic process,biological_process,2,12
BP,GO:0006704,glucocorticoid biosynthetic process,biological_process,1,10
BP,GO:0006706,steroid catabolic process,biological_process,1,11
BP,GO:0006707,cholesterol catabolic process,biological_process,1,5
BP,GO:0006729,tetrahydrobiopterin biosynthetic process,biological_process,1,6
BP,GO:0006730,one-carbon metabolic process,biological_process,2,19
BP,GO:0006739,NADP metabolic process,biological_process,1,9
BP,GO:0006741,NADP biosynthetic process,biological_process,1,5
BP,GO:0006744,ubiquinone biosynthetic process,biological_process,1,12
BP,GO:0006749,glutathione metabolic process,biological_process,2,31
BP,GO:0006750,glutathione biosynthetic process,biological_process,2,13
BP,GO:0006754,ATP biosynthetic process,biological_process,2,21
BP,GO:0006778,porphyrin-containing compound metabolic process,biological_process,1,6
BP,GO:0006779,porphyrin-containing compound biosynthetic process,biological_process,2,14
BP,GO:0006782,protoporphyrinogen IX biosynthetic process,biological_process,2,15
BP,GO:0006783,heme biosynthetic process,biological_process,2,35
BP,GO:0006784,heme A biosynthetic process,biological_process,2,16
BP,GO:0006785,heme B biosynthetic process,biological_process,2,17
BP,GO:0006790,sulfur compound metabolic process,biological_process,1,7
BP,GO:0006796,phosphate-containing compound metabolic process,biological_process,2,31
BP,GO:0006801,superoxide metabolic process,biological_process,2,21
BP,GO:0006805,xenobiotic metabolic process,biological_process,2,111
BP,GO:0006809,nitric oxide biosynthetic process,biological_process,1,14
BP,GO:0006811,ion transport,biological_process,2,493
BP,GO:0006812,cation transport,biological_process,2,38
BP,GO:0006813,potassium ion transport,biological_process,2,93
BP,GO:0006814,sodium ion transport,biological_process,2,111
BP,GO:0006816,calcium ion transport,biological_process,2,133
BP,GO:0006817,phosphate ion transport,biological_process,1,5
BP,GO:0006820,anion transport,biological_process,1,9
BP,GO:0006821,chloride transport,biological_process,2,77
BP,GO:0006824,cobalt ion transport,biological_process,1,8
BP,GO:0006825,copper ion transport,biological_process,1,7
BP,GO:0006826,iron ion transport,biological_process,2,42
BP,GO:0006828,manganese ion transport,biological_process,1,6
BP,GO:0006829,zinc ion transport,biological_process,2,22
BP,GO:0006833,water transport,biological_process,1,13
BP,GO:0006836,neurotransmitter transport,biological_process,2,41
BP,GO:0006839,mitochondrial transport,biological_process,2,16
BP,GO:0006851,mitochondrial calcium ion transmembrane transport,biological_process,1,10
BP,GO:0006853,carnitine shuttle,biological_process,1,5
BP,GO:0006855,drug transmembrane transport,biological_process,2,15
BP,GO:0006865,amino acid transport,biological_process,2,52
BP,GO:0006868,glutamine transport,biological_process,1,7
BP,GO:0006869,lipid transport,biological_process,2,146
BP,GO:0006874,cellular calcium ion homeostasis,biological_process,2,107
BP,GO:0006878,cellular copper ion homeostasis,biological_process,2,14
BP,GO:0006879,cellular iron ion homeostasis,biological_process,2,85
BP,GO:0006882,cellular zinc ion homeostasis,biological_process,2,30
BP,GO:0006883,cellular sodium ion homeostasis,biological_process,2,29
BP,GO:0006884,cell volume homeostasis,biological_process,2,25
BP,GO:0006885,regulation of pH,biological_process,2,15
BP,GO:0006886,intracellular protein transport,biological_process,2,292
BP,GO:0006887,exocytosis,biological_process,2,93
BP,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,biological_process,2,134
BP,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",biological_process,2,66
BP,GO:0006891,intra-Golgi vesicle-mediated transport,biological_process,2,33
BP,GO:0006892,post-Golgi vesicle-mediated transport,biological_process,2,24
BP,GO:0006893,Golgi to plasma membrane transport,biological_process,2,36
BP,GO:0006895,Golgi to endosome transport,biological_process,1,11
BP,GO:0006896,Golgi to vacuole transport,biological_process,2,14
BP,GO:0006897,endocytosis,biological_process,2,220
BP,GO:0006898,receptor-mediated endocytosis,biological_process,2,100
BP,GO:0006900,vesicle budding from membrane,biological_process,2,16
BP,GO:0006901,vesicle coating,biological_process,1,6
BP,GO:0006904,vesicle docking involved in exocytosis,biological_process,2,20
BP,GO:0006906,vesicle fusion,biological_process,2,42
BP,GO:0006909,phagocytosis,biological_process,2,95
BP,GO:0006911,"phagocytosis, engulfment",biological_process,2,20
